,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
2015,2014,4,New York City,New York,ADULT,Health Home,32387,2586,15388,7847950
2016,2014,4,New York City,New York,ADULT,Partial Hospitalization,32387,46,671,113857
2017,2014,4,New York City,New York,ADULT,Personalized Recovery Oriented Services,32387,1237,17641,7389358
2018,2014,4,New York City,New York,ADULT,Psychiatric Inpatient,32387,6441,118962,107887407
2019,2014,4,New York City,New York,ADULT,Psychiatric Inpatient OMH,32387,64,9641,10010785
2020,2014,4,New York City,New York,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),32387,1006,10591,10053642
2021,2014,4,New York City,New York,ADULT,"Targeted Case Management (ICM, BCM, SCM)",32387,411,1942,874828
2022,2014,4,New York City,New York,CHILD,Clinic Treatment,7071,5963,85891,13488631
2023,2014,4,New York City,New York,CHILD,Community Residence,7071,26,37,30126
2024,2014,4,New York City,New York,CHILD,Comprehensive Psychiatric Emergency Program,7071,111,171,167994
2025,2014,4,New York City,New York,CHILD,Day Treatment,7071,192,18814,2449729
2026,2014,4,New York City,New York,CHILD,Health Home,7071,15,42,22849
2027,2014,4,New York City,New York,CHILD,Home and Community Based Services Waiver (HCBS),7071,289,3962,6291241
2028,2014,4,New York City,New York,CHILD,Partial Hospitalization,7071,23,323,61584
2029,2014,4,New York City,New York,CHILD,Psychiatric Inpatient,7071,454,8537,8113124
2030,2014,4,New York City,New York,CHILD,Residential Treatment Facility,7071,42,11680,6511532
2031,2014,4,New York City,New York,CHILD,"Targeted Case Management (ICM, BCM, SCM)",7071,584,3835,2219368
2032,2014,4,New York City,Queens,ADULT,Assertive Community Treatment,19677,596,5393,7583221
2033,2014,4,New York City,Queens,ADULT,Clinic Treatment,19677,12631,250991,25216782
2034,2014,4,New York City,Queens,ADULT,Community Residence,19677,600,5164,15195396
2035,2014,4,New York City,Queens,ADULT,Comprehensive Psychiatric Emergency Program,19677,1193,1984,1526379
2036,2014,4,New York City,Queens,ADULT,Continuing Day Treatment,19677,795,112820,5920917
2037,2014,4,New York City,Queens,ADULT,Health Home,19677,1499,10627,5936500
2038,2014,4,New York City,Queens,ADULT,Intensive Psychiatric Rehabilitation Treatment,19677,125,7242,716213
2039,2014,4,New York City,Queens,ADULT,Partial Hospitalization,19677,463,6535,968261
2040,2014,4,New York City,Queens,ADULT,Personalized Recovery Oriented Services,19677,962,14402,6410830
2041,2014,4,New York City,Queens,ADULT,Psychiatric Inpatient,19677,3995,82660,76945012
2042,2014,4,New York City,Queens,ADULT,Psychiatric Inpatient OMH,19677,56,11957,12647652
2043,2014,4,New York City,Queens,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),19677,820,8369,7949928
2044,2014,4,New York City,Queens,ADULT,"Targeted Case Management (ICM, BCM, SCM)",19677,779,7452,2075028
2045,2014,4,New York City,Queens,CHILD,Clinic Treatment,6585,5519,79099,11485757
2046,2014,4,New York City,Queens,CHILD,Community Residence,6585,74,273,3036203
2047,2014,4,New York City,Queens,CHILD,Comprehensive Psychiatric Emergency Program,6585,100,147,151444
2048,2014,4,New York City,Queens,CHILD,Day Treatment,6585,310,24657,5182043
2049,2014,4,New York City,Queens,CHILD,Health Home,6585,22,99,54689
2050,2014,4,New York City,Queens,CHILD,Home and Community Based Services Waiver (HCBS),6585,226,1403,4044267
2051,2014,4,New York City,Queens,CHILD,Partial Hospitalization,6585,1,13,2634
2052,2014,4,New York City,Queens,CHILD,Psychiatric Inpatient,6585,269,6363,5832984
2053,2014,4,New York City,Queens,CHILD,Psychiatric Inpatient OMH,6585,306,40961,62883808
2054,2014,4,New York City,Queens,CHILD,Residential Treatment Facility,6585,84,17315,8120277
2055,2014,4,New York City,Queens,CHILD,"Targeted Case Management (ICM, BCM, SCM)",6585,249,1674,960516
2056,2014,4,New York City,Richmond,ADULT,Assertive Community Treatment,5568,150,1349,1586335
2057,2014,4,New York City,Richmond,ADULT,Clinic Treatment,5568,2609,38113,3532859
2058,2014,4,New York City,Richmond,ADULT,Community Residence,5568,179,1386,4056073
2059,2014,4,New York City,Richmond,ADULT,Comprehensive Psychiatric Emergency Program,5568,1033,2121,1525571
2060,2014,4,New York City,Richmond,ADULT,Continuing Day Treatment,5568,341,30779,1301546
2061,2014,4,New York City,Richmond,ADULT,Health Home,5568,282,2372,1325948
2062,2014,4,New York City,Richmond,ADULT,Partial Hospitalization,5568,172,2049,262819
2063,2014,4,New York City,Richmond,ADULT,Psychiatric Inpatient,5568,833,16284,11593902
2064,2014,4,New York City,Richmond,ADULT,Psychiatric Inpatient OMH,5568,50,8351,9043611
2065,2014,4,New York City,Richmond,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),5568,1603,17060,16199920
2066,2014,4,New York City,Richmond,ADULT,"Targeted Case Management (ICM, BCM, SCM)",5568,355,1766,614042
2067,2014,4,New York City,Richmond,CHILD,Clinic Treatment,1517,1144,18097,2678918
2068,2014,4,New York City,Richmond,CHILD,Community Residence,1517,36,129,1047357
2069,2014,4,New York City,Richmond,CHILD,Comprehensive Psychiatric Emergency Program,1517,172,338,329730
2070,2014,4,New York City,Richmond,CHILD,Day Treatment,1517,172,21588,2504331
2071,2014,4,New York City,Richmond,CHILD,Health Home,1517,2,5,2795
2072,2014,4,New York City,Richmond,CHILD,Psychiatric Inpatient,1517,66,869,664195
2073,2014,4,New York City,Richmond,CHILD,Psychiatric Inpatient OMH,1517,35,4071,6280606
2074,2014,4,New York City,Richmond,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1517,119,941,542603
2075,2014,5,Long Island,Nassau,ADULT,Assertive Community Treatment,6516,206,1877,2688421
2076,2014,5,Long Island,Nassau,ADULT,Clinic Treatment,6516,3655,53362,4361168
2077,2014,5,Long Island,Nassau,ADULT,Community Residence,6516,570,5102,18645987
2078,2014,5,Long Island,Nassau,ADULT,Health Home,6516,1258,9104,4330751
2079,2014,5,Long Island,Nassau,ADULT,Partial Hospitalization,6516,193,2250,208236
2080,2014,5,Long Island,Nassau,ADULT,Personalized Recovery Oriented Services,6516,749,11174,5280443
2081,2014,5,Long Island,Nassau,ADULT,Psychiatric Inpatient,6516,1935,34696,28692400
2082,2014,5,Long Island,Nassau,ADULT,"Targeted Case Management (ICM, BCM, SCM)",6516,51,127,64209
2083,2014,5,Long Island,Nassau,CHILD,Clinic Treatment,1267,923,11352,1382948
2084,2014,5,Long Island,Nassau,CHILD,Community Residence,1267,51,288,2196724
2085,2014,5,Long Island,Nassau,CHILD,Day Treatment,1267,35,2940,1044405
2086,2014,5,Long Island,Nassau,CHILD,Family Based Treatment/Teaching Family Home,1267,33,220,1866626
2087,2014,5,Long Island,Nassau,CHILD,Health Home,1267,11,29,14123
2088,2014,5,Long Island,Nassau,CHILD,Home and Community Based Services Waiver (HCBS),1267,175,9152,3274347
2089,2014,5,Long Island,Nassau,CHILD,Psychiatric Inpatient,1267,74,1169,1039853
2090,2014,5,Long Island,Nassau,CHILD,Residential Treatment Facility,1267,44,9275,3986580
2091,2014,5,Long Island,Nassau,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1267,102,648,408934
2094,2014,5,Long Island,Suffolk,ADULT,Assertive Community Treatment,9351,438,4128,6185328
2095,2014,5,Long Island,Suffolk,ADULT,Clinic Treatment,9351,3972,52609,5407963
2096,2014,5,Long Island,Suffolk,ADULT,Community Residence,9351,759,7088,26210701
2097,2014,5,Long Island,Suffolk,ADULT,Comprehensive Psychiatric Emergency Program,9351,666,1121,417831
2098,2014,5,Long Island,Suffolk,ADULT,Continuing Day Treatment,9351,21,1271,161137
2099,2014,5,Long Island,Suffolk,ADULT,Health Home,9351,2281,19112,9692305
2100,2014,5,Long Island,Suffolk,ADULT,Partial Hospitalization,9351,337,3705,486991
2101,2014,5,Long Island,Suffolk,ADULT,Personalized Recovery Oriented Services,9351,2374,37035,17337754
2102,2014,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient,9351,1564,24732,20262636
2103,2014,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient OMH,9351,84,18921,20837651
2104,2014,5,Long Island,Suffolk,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),9351,1093,10891,10070342
2105,2014,5,Long Island,Suffolk,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9351,466,3205,948419
2106,2014,5,Long Island,Suffolk,CHILD,Clinic Treatment,2061,1125,16689,2189058
2107,2014,5,Long Island,Suffolk,CHILD,Community Residence,2061,109,670,5163891
2108,2014,5,Long Island,Suffolk,CHILD,Comprehensive Psychiatric Emergency Program,2061,128,177,169276
2109,2014,5,Long Island,Suffolk,CHILD,Day Treatment,2061,163,7402,2606733
2110,2014,5,Long Island,Suffolk,CHILD,Health Home,2061,8,19,9576
2111,2014,5,Long Island,Suffolk,CHILD,Home and Community Based Services Waiver (HCBS),2061,196,11716,4213622
2112,2014,5,Long Island,Suffolk,CHILD,Partial Hospitalization,2061,134,2137,367949
2113,2014,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient,2061,543,13666,10861827
2114,2014,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient OMH,2061,125,11735,18929307
2115,2014,5,Long Island,Suffolk,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2061,212,1439,701152
2117,2013,1,Western NY,Allegany,ADULT,Clinic Treatment,453,359,2547,300894
2118,2013,1,Western NY,Allegany,ADULT,Community Residence,453,21,122,276798
2119,2013,1,Western NY,Allegany,ADULT,Continuing Day Treatment,453,82,2710,174776
2120,2013,1,Western NY,Allegany,ADULT,Health Home,453,28,101,55433
2121,2013,1,Western NY,Allegany,ADULT,Personalized Recovery Oriented Services,453,82,676,273002
2122,2013,1,Western NY,Allegany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",453,42,197,75713
2123,2013,1,Western NY,Allegany,CHILD,Clinic Treatment,164,122,811,91296
2124,2013,1,Western NY,Allegany,CHILD,Community Residence,164,1,3,6921
2125,2013,1,Western NY,Allegany,CHILD,Health Home,164,1,2,1162
2126,2013,1,Western NY,Allegany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",164,64,415,202835
2127,2013,1,Western NY,Cattaraugus,ADULT,Clinic Treatment,1128,665,5524,861326
2128,2013,1,Western NY,Cattaraugus,ADULT,Community Residence,1128,88,755,2324976
2129,2013,1,Western NY,Cattaraugus,ADULT,Continuing Day Treatment,1128,46,6768,366446
2130,2013,1,Western NY,Cattaraugus,ADULT,Health Home,1128,52,186,87984
2131,2013,1,Western NY,Cattaraugus,ADULT,Personalized Recovery Oriented Services,1128,180,2662,1114969
2132,2013,1,Western NY,Cattaraugus,ADULT,Psychiatric Inpatient,1128,268,2097,1441861
2133,2013,1,Western NY,Cattaraugus,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1128,64,308,140886
2134,2013,1,Western NY,Cattaraugus,CHILD,Clinic Treatment,365,283,2712,367673
2135,2013,1,Western NY,Cattaraugus,CHILD,Community Residence,365,17,92,915966
2136,2013,1,Western NY,Cattaraugus,CHILD,Health Home,365,2,2,698
2137,2013,1,Western NY,Cattaraugus,CHILD,Home and Community Based Services Waiver (HCBS),365,51,1709,950687
2138,2013,1,Western NY,Cattaraugus,CHILD,"Targeted Case Management (ICM, BCM, SCM)",365,87,570,254077
2139,2013,1,Western NY,Chautauqua,ADULT,Assertive Community Treatment,2539,66,524,784558
2140,2013,1,Western NY,Chautauqua,ADULT,Clinic Treatment,2539,1904,14325,1723832
2141,2013,1,Western NY,Chautauqua,ADULT,Community Residence,2539,160,1212,3680508
2142,2013,1,Western NY,Chautauqua,ADULT,Health Home,2539,173,661,243178
2143,2013,1,Western NY,Chautauqua,ADULT,Personalized Recovery Oriented Services,2539,429,4951,1597712
2144,2013,1,Western NY,Chautauqua,ADULT,Psychiatric Inpatient,2539,215,1367,1092964
2145,2013,1,Western NY,Chautauqua,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2539,182,857,312433
2146,2013,1,Western NY,Chautauqua,CHILD,Clinic Treatment,834,764,6136,900377
2147,2013,1,Western NY,Chautauqua,CHILD,Community Residence,834,1,7,16146
2148,2013,1,Western NY,Chautauqua,CHILD,Psychiatric Inpatient,834,91,706,528370
2149,2013,1,Western NY,Chautauqua,CHILD,"Targeted Case Management (ICM, BCM, SCM)",834,66,287,99116
2150,2013,1,Western NY,Chemung,ADULT,Assertive Community Treatment,1992,66,609,865623
2151,2013,1,Western NY,Chemung,ADULT,Clinic Treatment,1992,1264,12069,1160623
2152,2013,1,Western NY,Chemung,ADULT,Community Residence,1992,68,551,1010909
2153,2013,1,Western NY,Chemung,ADULT,Health Home,1992,95,196,76871
2154,2013,1,Western NY,Chemung,ADULT,Personalized Recovery Oriented Services,1992,210,3726,1135464
2155,2013,1,Western NY,Chemung,ADULT,Psychiatric Inpatient,1992,239,1845,1069379
2156,2013,1,Western NY,Chemung,ADULT,Psychiatric Inpatient OMH,1992,36,4317,4668395
2157,2013,1,Western NY,Chemung,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),1992,295,2930,2910049
2158,2013,1,Western NY,Chemung,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1992,79,307,116815
2159,2013,1,Western NY,Chemung,CHILD,Clinic Treatment,779,647,6035,733977
2160,2013,1,Western NY,Chemung,CHILD,Community Residence,779,18,97,976194
2161,2013,1,Western NY,Chemung,CHILD,Day Treatment,779,34,3976,1275807
2162,2013,1,Western NY,Chemung,CHILD,Health Home,779,5,8,3138
2163,2013,1,Western NY,Chemung,CHILD,Psychiatric Inpatient OMH,779,126,5710,8536461
2164,2013,1,Western NY,Chemung,CHILD,"Targeted Case Management (ICM, BCM, SCM)",779,13,91,52871
2165,2013,1,Western NY,Erie,ADULT,Assertive Community Treatment,10284,268,2295,3042232
2166,2013,1,Western NY,Erie,ADULT,Clinic Treatment,10284,7312,82085,8789913
2167,2013,1,Western NY,Erie,ADULT,Community Residence,10284,562,5250,13125039
2168,2013,1,Western NY,Erie,ADULT,Comprehensive Psychiatric Emergency Program,10284,595,868,806925
2169,2013,1,Western NY,Erie,ADULT,Continuing Day Treatment,10284,369,53113,2693664
2170,2013,1,Western NY,Erie,ADULT,Health Home,10284,661,3411,1383548
2171,2013,1,Western NY,Erie,ADULT,Intensive Psychiatric Rehabilitation Treatment,10284,31,1116,153826
2172,2013,1,Western NY,Erie,ADULT,Partial Hospitalization,10284,132,1062,122923
2173,2013,1,Western NY,Erie,ADULT,Personalized Recovery Oriented Services,10284,1013,14489,5462628
2174,2013,1,Western NY,Erie,ADULT,Psychiatric Inpatient,10284,982,11868,8554844
2175,2013,1,Western NY,Erie,ADULT,Psychiatric Inpatient OMH,10284,72,13804,14758220
2176,2013,1,Western NY,Erie,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),10284,834,8334,8270811
2177,2013,1,Western NY,Erie,ADULT,"Targeted Case Management (ICM, BCM, SCM)",10284,538,1292,474372
2178,2013,1,Western NY,Erie,CHILD,Clinic Treatment,5963,5528,51283,7412372
2179,2013,1,Western NY,Erie,CHILD,Community Residence,5963,16,87,744719
2180,2013,1,Western NY,Erie,CHILD,Comprehensive Psychiatric Emergency Program,5963,120,143,126703
2181,2013,1,Western NY,Erie,CHILD,Day Treatment,5963,110,6932,1411808
2182,2013,1,Western NY,Erie,CHILD,Health Home,5963,11,29,12497
2183,2013,1,Western NY,Erie,CHILD,Home and Community Based Services Waiver (HCBS),5963,129,772,2031787
2184,2013,1,Western NY,Erie,CHILD,Partial Hospitalization,5963,5,87,16614
2185,2013,1,Western NY,Erie,CHILD,Psychiatric Inpatient,5963,81,1072,788133
2186,2013,1,Western NY,Erie,CHILD,Psychiatric Inpatient OMH,5963,150,11843,17363233
2187,2013,1,Western NY,Erie,CHILD,Residential Treatment Facility,5963,96,19377,8529944
2188,2013,1,Western NY,Erie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",5963,353,1237,612789
2189,2013,1,Western NY,Genesee,ADULT,Clinic Treatment,565,465,3512,627917
2190,2013,1,Western NY,Genesee,ADULT,Community Residence,565,40,347,892580
2191,2013,1,Western NY,Genesee,ADULT,Continuing Day Treatment,565,93,8377,568731
2192,2013,1,Western NY,Genesee,ADULT,Health Home,565,14,56,19544
2193,2013,1,Western NY,Genesee,ADULT,"Targeted Case Management (ICM, BCM, SCM)",565,56,388,100380
2194,2013,1,Western NY,Genesee,CHILD,Clinic Treatment,167,150,1003,174101
2195,2013,1,Western NY,Genesee,CHILD,Community Residence,167,1,1,2591
2196,2013,1,Western NY,Genesee,CHILD,Health Home,167,1,5,1745
2197,2013,1,Western NY,Genesee,CHILD,"Targeted Case Management (ICM, BCM, SCM)",167,27,135,47115
2198,2013,1,Western NY,Livingston,ADULT,Clinic Treatment,562,540,3623,489768
2199,2013,1,Western NY,Livingston,ADULT,Health Home,562,37,111,49728
2200,2013,1,Western NY,Livingston,ADULT,"Targeted Case Management (ICM, BCM, SCM)",562,27,41,18368
2201,2013,1,Western NY,Livingston,CHILD,Clinic Treatment,230,220,1355,164118
2202,2013,1,Western NY,Livingston,CHILD,"Targeted Case Management (ICM, BCM, SCM)",230,21,63,28224
2203,2013,1,Western NY,Monroe,ADULT,Assertive Community Treatment,11180,89,751,1037374
2204,2013,1,Western NY,Monroe,ADULT,Clinic Treatment,11180,9143,85348,7398119
2205,2013,1,Western NY,Monroe,ADULT,Community Residence,11180,411,3468,8513046
2206,2013,1,Western NY,Monroe,ADULT,Comprehensive Psychiatric Emergency Program,11180,830,1276,1126999
2207,2013,1,Western NY,Monroe,ADULT,Health Home,11180,1013,3691,1589337
2208,2013,1,Western NY,Monroe,ADULT,Partial Hospitalization,11180,356,2317,265640
2209,2013,1,Western NY,Monroe,ADULT,Personalized Recovery Oriented Services,11180,1392,15169,5603603
2210,2013,1,Western NY,Monroe,ADULT,Psychiatric Inpatient,11180,900,13515,8848036
2211,2013,1,Western NY,Monroe,ADULT,Psychiatric Inpatient OMH,11180,40,7623,8004172
2212,2013,1,Western NY,Monroe,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),11180,138,1144,1132508
2213,2013,1,Western NY,Monroe,ADULT,"Targeted Case Management (ICM, BCM, SCM)",11180,1261,7884,3535431
2214,2013,1,Western NY,Monroe,CHILD,Clinic Treatment,2704,1963,14898,1974800
2215,2013,1,Western NY,Monroe,CHILD,Community Residence,2704,16,83,540925
2216,2013,1,Western NY,Monroe,CHILD,Comprehensive Psychiatric Emergency Program,2704,169,248,253028
2217,2013,1,Western NY,Monroe,CHILD,Day Treatment,2704,229,27396,2330904
2218,2013,1,Western NY,Monroe,CHILD,Health Home,2704,6,8,3863
2219,2013,1,Western NY,Monroe,CHILD,Home and Community Based Services Waiver (HCBS),2704,238,49906,4717376
2220,2013,1,Western NY,Monroe,CHILD,Partial Hospitalization,2704,123,1368,212288
2221,2013,1,Western NY,Monroe,CHILD,Psychiatric Inpatient,2704,89,1317,1053432
2222,2013,1,Western NY,Monroe,CHILD,Residential Treatment Facility,2704,134,25838,11872056
2223,2013,1,Western NY,Monroe,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2704,255,1914,901704
2224,2013,1,Western NY,Niagara,ADULT,Clinic Treatment,2832,2220,20489,2321110
2225,2013,1,Western NY,Niagara,ADULT,Community Residence,2832,102,819,1535306
2226,2013,1,Western NY,Niagara,ADULT,Continuing Day Treatment,2832,55,4375,286566
2227,2013,1,Western NY,Niagara,ADULT,Health Home,2832,569,3913,1263661
2228,2013,1,Western NY,Niagara,ADULT,Personalized Recovery Oriented Services,2832,311,3702,1408736
2229,2013,1,Western NY,Niagara,ADULT,Psychiatric Inpatient,2832,379,3718,2378234
2230,2013,1,Western NY,Niagara,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2832,450,911,265159
2231,2013,1,Western NY,Niagara,CHILD,Clinic Treatment,1303,1159,11947,1471073
2232,2013,1,Western NY,Niagara,CHILD,Community Residence,1303,13,69,673561
2233,2013,1,Western NY,Niagara,CHILD,Health Home,1303,8,28,8098
2234,2013,1,Western NY,Niagara,CHILD,Psychiatric Inpatient,1303,75,1548,948141
2235,2013,1,Western NY,Niagara,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1303,141,958,457302
2236,2013,1,Western NY,Ontario,ADULT,Assertive Community Treatment,1262,46,391,440137
2237,2013,1,Western NY,Ontario,ADULT,Clinic Treatment,1262,856,7396,657918
2238,2013,1,Western NY,Ontario,ADULT,Community Residence,1262,75,484,1658674
2239,2013,1,Western NY,Ontario,ADULT,Comprehensive Psychiatric Emergency Program,1262,124,182,49578
2240,2013,1,Western NY,Ontario,ADULT,Continuing Day Treatment,1262,73,2209,100836
2241,2013,1,Western NY,Ontario,ADULT,Health Home,1262,185,677,216207
2242,2013,1,Western NY,Ontario,ADULT,Psychiatric Inpatient,1262,135,632,407944
2243,2013,1,Western NY,Ontario,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1262,187,834,263810
2244,2013,1,Western NY,Ontario,CHILD,Clinic Treatment,171,105,741,101600
2245,2013,1,Western NY,Ontario,CHILD,Community Residence,171,19,95,860547
2246,2013,1,Western NY,Ontario,CHILD,Comprehensive Psychiatric Emergency Program,171,31,42,15515
2247,2013,1,Western NY,Ontario,CHILD,Health Home,171,2,9,2874
2248,2013,1,Western NY,Ontario,CHILD,Psychiatric Inpatient,171,1,2,0
2249,2013,1,Western NY,Ontario,CHILD,"Targeted Case Management (ICM, BCM, SCM)",171,34,229,106601
2250,2013,1,Western NY,Orleans,ADULT,Clinic Treatment,330,227,1197,367617
2251,2013,1,Western NY,Orleans,ADULT,Community Residence,330,15,152,424950
2252,2013,1,Western NY,Orleans,ADULT,Health Home,330,42,183,75625
2253,2013,1,Western NY,Orleans,ADULT,Psychiatric Inpatient,330,77,261,197358
2254,2013,1,Western NY,Orleans,ADULT,"Targeted Case Management (ICM, BCM, SCM)",330,21,55,25227
2255,2013,1,Western NY,Orleans,CHILD,Clinic Treatment,100,81,318,102068
2256,2013,1,Western NY,Orleans,CHILD,Health Home,100,1,3,1240
2257,2013,1,Western NY,Orleans,CHILD,"Targeted Case Management (ICM, BCM, SCM)",100,21,120,41880
2258,2013,1,Western NY,Schuyler,ADULT,Assertive Community Treatment,266,56,345,493388
2259,2013,1,Western NY,Schuyler,ADULT,Clinic Treatment,266,204,1403,256539
2260,2013,1,Western NY,Schuyler,ADULT,Health Home,266,17,19,6631
2261,2013,1,Western NY,Schuyler,ADULT,"Targeted Case Management (ICM, BCM, SCM)",266,24,129,45021
2262,2013,1,Western NY,Schuyler,CHILD,Clinic Treatment,130,127,1054,170466
2263,2013,1,Western NY,Schuyler,CHILD,"Targeted Case Management (ICM, BCM, SCM)",130,20,154,73930
2264,2013,1,Western NY,Seneca,ADULT,Clinic Treatment,439,390,4312,664766
2265,2013,1,Western NY,Seneca,ADULT,Community Residence,439,53,356,1234687
2266,2013,1,Western NY,Seneca,ADULT,"Targeted Case Management (ICM, BCM, SCM)",439,24,27,9423
2267,2013,1,Western NY,Seneca,CHILD,Clinic Treatment,131,131,1149,161726
2268,2013,1,Western NY,Steuben,ADULT,Clinic Treatment,1024,772,6658,880691
2269,2013,1,Western NY,Steuben,ADULT,Community Residence,1024,108,657,1360775
2270,2013,1,Western NY,Steuben,ADULT,Continuing Day Treatment,1024,101,5753,406137
2271,2013,1,Western NY,Steuben,ADULT,Health Home,1024,37,316,140772
2272,2013,1,Western NY,Steuben,ADULT,Personalized Recovery Oriented Services,1024,73,208,74929
2273,2013,1,Western NY,Steuben,ADULT,Psychiatric Inpatient,1024,194,604,524657
2274,2013,1,Western NY,Steuben,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1024,37,281,118949
2275,2013,1,Western NY,Steuben,CHILD,Clinic Treatment,657,420,3594,494046
2276,2013,1,Western NY,Steuben,CHILD,Community Residence,657,13,77,780900
2277,2013,1,Western NY,Steuben,CHILD,Day Treatment,657,31,4088,381315
2278,2013,1,Western NY,Steuben,CHILD,Family Based Treatment/Teaching Family Home,657,5,6,29222
2279,2013,1,Western NY,Steuben,CHILD,Health Home,657,3,6,2673
2280,2013,1,Western NY,Steuben,CHILD,Home and Community Based Services Waiver (HCBS),657,150,11250,2943834
2281,2013,1,Western NY,Steuben,CHILD,Psychiatric Inpatient,657,50,181,148780
2282,2013,1,Western NY,Steuben,CHILD,"Targeted Case Management (ICM, BCM, SCM)",657,75,371,159175
2283,2013,1,Western NY,Tioga,ADULT,Clinic Treatment,306,301,3812,573340
2284,2013,1,Western NY,Tioga,ADULT,Community Residence,306,11,101,285240
2285,2013,1,Western NY,Tioga,ADULT,Health Home,306,17,17,7423
2286,2013,1,Western NY,Tioga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",306,20,114,39786
2287,2013,1,Western NY,Tioga,CHILD,Clinic Treatment,126,126,1369,220318
2288,2013,1,Western NY,Tompkins,ADULT,Clinic Treatment,904,796,7596,1037054
2289,2013,1,Western NY,Tompkins,ADULT,Community Residence,904,74,495,1237722
2290,2013,1,Western NY,Tompkins,ADULT,Continuing Day Treatment,904,66,3293,156474
2291,2013,1,Western NY,Tompkins,ADULT,Health Home,904,104,432,184969
2292,2013,1,Western NY,Tompkins,ADULT,Psychiatric Inpatient,904,39,271,292919
2293,2013,1,Western NY,Tompkins,ADULT,"Targeted Case Management (ICM, BCM, SCM)",904,134,800,352048
2294,2013,1,Western NY,Tompkins,CHILD,Clinic Treatment,352,297,2451,252231
2295,2013,1,Western NY,Tompkins,CHILD,Community Residence,352,1,8,20365
2296,2013,1,Western NY,Tompkins,CHILD,Day Treatment,352,51,6249,712980
2297,2013,1,Western NY,Tompkins,CHILD,Health Home,352,2,2,860
2298,2013,1,Western NY,Tompkins,CHILD,Psychiatric Inpatient,352,12,72,71655
2299,2013,1,Western NY,Tompkins,CHILD,"Targeted Case Management (ICM, BCM, SCM)",352,14,77,44505
2300,2013,1,Western NY,Wayne,ADULT,Clinic Treatment,872,770,8474,1147520
2301,2013,1,Western NY,Wayne,ADULT,Community Residence,872,23,137,346359
2302,2013,1,Western NY,Wayne,ADULT,Health Home,872,69,268,124368
2303,2013,1,Western NY,Wayne,ADULT,Psychiatric Inpatient,872,85,941,626331
2304,2013,1,Western NY,Wayne,ADULT,"Targeted Case Management (ICM, BCM, SCM)",872,69,265,114944
2305,2013,1,Western NY,Wayne,CHILD,Clinic Treatment,329,317,3198,459611
2306,2013,1,Western NY,Wayne,CHILD,Community Residence,329,16,95,902559
2307,2013,1,Western NY,Wayne,CHILD,Health Home,329,6,23,10673
2308,2013,1,Western NY,Wayne,CHILD,"Targeted Case Management (ICM, BCM, SCM)",329,42,289,144236
2309,2013,1,Western NY,Wyoming,ADULT,Clinic Treatment,589,461,5081,599414
2310,2013,1,Western NY,Wyoming,ADULT,Community Residence,589,19,129,332941
2311,2013,1,Western NY,Wyoming,ADULT,Continuing Day Treatment,589,27,970,52589
2312,2013,1,Western NY,Wyoming,ADULT,Health Home,589,5,6,2628
2313,2013,1,Western NY,Wyoming,ADULT,Personalized Recovery Oriented Services,589,96,1425,525491
2314,2013,1,Western NY,Wyoming,ADULT,Psychiatric Inpatient,589,102,1002,799559
2315,2013,1,Western NY,Wyoming,ADULT,"Targeted Case Management (ICM, BCM, SCM)",589,27,43,18967
2316,2013,1,Western NY,Wyoming,CHILD,Clinic Treatment,180,175,1258,133743
2317,2013,1,Western NY,Wyoming,CHILD,"Targeted Case Management (ICM, BCM, SCM)",180,11,67,23383
2318,2013,1,Western NY,Yates,ADULT,Clinic Treatment,180,137,1072,92663
2319,2013,1,Western NY,Yates,ADULT,Continuing Day Treatment,180,6,39,2088
